order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD121976,2025-03-03T19:46:00,Delhi,R0328,North Indian,477,35,1
ORD132657,2025-03-03T19:47:00,Mumbai,R0251,North Indian,240,35,1
ORD117955,2025-03-03T19:47:00,Delhi,R0714,South Indian,240,32,1
ORD116781,2025-03-03T19:47:00,Bangalore,R0646,Fast Food,583,43,0
ORD125847,2025-03-03T19:49:00,Mumbai,R0071,Fast Food,262,26,0
ORD105724,2025-03-03T19:52:00,Delhi,R0095,South Indian,72,30,0
ORD101010,2025-03-03T19:52:00,Hyderabad,R0639,North Indian,242,42,0
ORD146784,2025-03-03T19:56:00,Bangalore,R0160,Biryani,265,27,0
ORD132875,2025-03-03T19:58:00,Bangalore,R0609,Chinese,498,39,0
ORD130760,2025-03-03T19:59:00,Bangalore,R0643,Italian,142,27,0
ORD136384,2025-03-03T20:01:00,Delhi,R0198,Fast Food,310,40,1
ORD114414,2025-03-03T20:02:00,Delhi,R0379,Fast Food,233,42,1
ORD118989,2025-03-03T20:03:00,Bangalore,R0763,North Indian,319,48,0
ORD103865,2025-03-03T20:03:00,Bangalore,R0020,Italian,322,29,0
ORD113521,2025-03-03T20:03:00,Delhi,R0408,North Indian,255,47,0
ORD123672,2025-03-03T20:06:00,Delhi,R0262,Biryani,298,42,0
ORD121104,2025-03-03T20:07:00,Chennai,R0461,Italian,402,41,0
ORD120467,2025-03-03T20:08:00,Delhi,R0254,South Indian,152,35,0
ORD109218,2025-03-03T20:08:00,Delhi,R0766,Italian,362,30,0
ORD142736,2025-03-03T20:10:00,Delhi,R0548,Chinese,113,33,1
ORD119628,2025-03-03T20:10:00,Delhi,R0339,Italian,149,49,0
ORD123425,2025-03-03T20:11:00,Bangalore,R0693,South Indian,209,22,0
ORD147132,2025-03-03T20:12:00,Bangalore,R0579,Chinese,185,44,0
ORD136842,2025-03-03T20:13:00,Mumbai,R0547,Chinese,551,48,1
ORD121475,2025-03-03T20:13:00,Bangalore,R0179,Italian,105,19,1
ORD104913,2025-03-03T20:13:00,Mumbai,R0658,South Indian,245,34,0
ORD137157,2025-03-03T20:14:00,Pune,R0040,Chinese,453,29,0
ORD107241,2025-03-03T20:14:00,Mumbai,R0084,Chinese,233,34,0
ORD104867,2025-03-03T20:15:00,Pune,R0424,Biryani,249,33,0
ORD117774,2025-03-03T20:16:00,Bangalore,R0650,North Indian,200,28,1
ORD125735,2025-03-03T20:19:00,Bangalore,R0563,Italian,111,40,0
ORD109847,2025-03-03T20:19:00,Mumbai,R0192,Fast Food,173,61,0
ORD129822,2025-03-03T20:21:00,Pune,R0152,Chinese,519,39,1
ORD140207,2025-03-03T20:23:00,Delhi,R0691,Italian,191,32,0
ORD127892,2025-03-03T20:23:00,Chennai,R0221,North Indian,477,38,0
ORD127930,2025-03-03T20:24:00,Bangalore,R0638,South Indian,203,17,0
ORD114745,2025-03-03T20:24:00,Delhi,R0568,Italian,146,30,0
ORD149709,2025-03-03T20:25:00,Chennai,R0490,Desserts,393,35,1
ORD122844,2025-03-03T20:28:00,Delhi,R0219,Desserts,185,32,0
ORD122700,2025-03-03T20:29:00,Mumbai,R0263,Chinese,433,44,0
ORD135440,2025-03-03T20:30:00,Delhi,R0304,North Indian,314,34,0
ORD103952,2025-03-03T20:34:00,Hyderabad,R0155,Fast Food,613,20,1
ORD123354,2025-03-03T20:37:00,Hyderabad,R0779,Italian,163,24,0
ORD128730,2025-03-03T20:38:00,Delhi,R0425,Biryani,522,41,0
ORD125923,2025-03-03T20:39:00,Delhi,R0088,Biryani,195,35,0
ORD117894,2025-03-03T20:42:00,Mumbai,R0023,Fast Food,392,43,0
ORD117378,2025-03-03T20:42:00,Bangalore,R0518,Desserts,250,31,0
ORD131586,2025-03-03T20:43:00,Bangalore,R0678,North Indian,163,48,0
ORD141450,2025-03-03T20:45:00,Bangalore,R0755,Street Food,400,23,0
ORD117013,2025-03-03T20:45:00,Mumbai,R0386,Chinese,216,33,1
ORD115172,2025-03-03T20:46:00,Delhi,R0516,Continental,346,38,0
ORD127607,2025-03-03T20:46:00,Mumbai,R0739,Chinese,249,48,0
ORD133787,2025-03-03T20:47:00,Hyderabad,R0704,Fast Food,265,55,1
ORD124794,2025-03-03T20:47:00,Pune,R0358,South Indian,326,31,0
ORD128792,2025-03-03T20:50:00,Mumbai,R0205,Continental,323,72,1
ORD148571,2025-03-03T20:53:00,Pune,R0260,Biryani,291,26,0
ORD110476,2025-03-03T20:53:00,Pune,R0146,Italian,128,20,0
ORD126199,2025-03-03T20:55:00,Mumbai,R0246,Chinese,253,44,1
ORD114424,2025-03-03T20:57:00,Bangalore,R0725,Italian,267,27,0
ORD147174,2025-03-03T20:57:00,Delhi,R0284,Fast Food,179,47,0
ORD106642,2025-03-03T20:59:00,Mumbai,R0759,Chinese,479,25,1
ORD111415,2025-03-03T20:59:00,Bangalore,R0033,North Indian,367,43,0
ORD137898,2025-03-03T21:00:00,Delhi,R0189,Continental,393,37,0
ORD127352,2025-03-03T21:01:00,Hyderabad,R0680,Fast Food,133,32,0
ORD106262,2025-03-03T21:03:00,Pune,R0760,Continental,287,34,0
ORD125204,2025-03-03T21:04:00,Pune,R0645,Continental,158,33,0
ORD106265,2025-03-03T21:05:00,Hyderabad,R0408,Fast Food,283,73,1
ORD144466,2025-03-03T21:06:00,Hyderabad,R0625,South Indian,228,47,0
ORD144837,2025-03-03T21:07:00,Chennai,R0079,Biryani,500,29,1
ORD112424,2025-03-03T21:09:00,Pune,R0297,Fast Food,347,33,0
ORD121207,2025-03-03T21:09:00,Kolkata,R0478,Biryani,199,34,0
ORD132658,2025-03-03T21:10:00,Mumbai,R0039,Fast Food,977,36,0
ORD142436,2025-03-03T21:14:00,Mumbai,R0594,North Indian,400,39,0
ORD112397,2025-03-03T21:15:00,Chennai,R0762,Italian,431,45,0
ORD112212,2025-03-03T21:15:00,Chennai,R0022,North Indian,289,20,0
ORD138915,2025-03-03T21:15:00,Bangalore,R0178,Street Food,336,43,0
ORD126944,2025-03-03T21:16:00,Delhi,R0312,Fast Food,251,53,0
ORD140019,2025-03-03T21:18:00,Delhi,R0452,Biryani,308,59,0
ORD126165,2025-03-03T21:18:00,Bangalore,R0322,North Indian,162,38,1
ORD103261,2025-03-03T21:19:00,Pune,R0536,Fast Food,415,39,0
ORD131520,2025-03-03T21:21:00,Chennai,R0237,North Indian,535,46,1
ORD102810,2025-03-03T21:23:00,Hyderabad,R0656,Fast Food,231,21,0
ORD111951,2025-03-03T21:29:00,Hyderabad,R0288,North Indian,600,19,1
ORD125904,2025-03-03T21:30:00,Mumbai,R0497,Continental,213,34,0
ORD120117,2025-03-03T21:30:00,Chennai,R0002,Street Food,192,30,0
ORD142530,2025-03-03T21:30:00,Mumbai,R0492,Chinese,339,49,1
ORD129023,2025-03-03T21:31:00,Hyderabad,R0718,North Indian,286,31,1
ORD126515,2025-03-03T21:31:00,Delhi,R0691,Biryani,210,34,0
ORD143741,2025-03-03T21:32:00,Kolkata,R0345,North Indian,238,51,0
ORD148952,2025-03-03T21:32:00,Mumbai,R0693,Italian,207,27,0
ORD104702,2025-03-03T21:33:00,Bangalore,R0538,Chinese,337,40,0
ORD106043,2025-03-03T21:34:00,Hyderabad,R0563,Continental,325,52,0
ORD106323,2025-03-03T21:36:00,Delhi,R0612,North Indian,146,34,0
ORD116676,2025-03-03T21:36:00,Delhi,R0072,Desserts,162,36,1
ORD147288,2025-03-03T21:37:00,Pune,R0549,Continental,168,27,0
ORD104344,2025-03-03T21:40:00,Pune,R0032,Italian,225,34,0
ORD118992,2025-03-03T21:42:00,Delhi,R0680,Continental,497,26,1
ORD113105,2025-03-03T21:44:00,Bangalore,R0228,Street Food,471,34,0
ORD113658,2025-03-03T21:44:00,Delhi,R0252,Fast Food,150,30,0
ORD147798,2025-03-03T21:47:00,Pune,R0512,Fast Food,332,33,1
ORD133316,2025-03-03T21:47:00,Chennai,R0529,Fast Food,386,44,0
ORD100534,2025-03-03T21:49:00,Delhi,R0052,North Indian,330,28,0
ORD109220,2025-03-03T21:51:00,Bangalore,R0481,North Indian,86,23,0
ORD110028,2025-03-03T21:52:00,Hyderabad,R0694,Fast Food,593,32,0
ORD117846,2025-03-03T21:53:00,Hyderabad,R0304,Italian,893,24,0
ORD110676,2025-03-03T21:55:00,Mumbai,R0674,South Indian,291,17,0
ORD148614,2025-03-03T21:55:00,Bangalore,R0678,North Indian,196,39,0
ORD136106,2025-03-03T21:56:00,Mumbai,R0100,Italian,173,48,0
ORD117627,2025-03-03T21:57:00,Kolkata,R0667,Street Food,523,35,0
ORD111723,2025-03-03T21:57:00,Mumbai,R0087,Fast Food,218,45,1
ORD115850,2025-03-03T21:58:00,Delhi,R0163,South Indian,188,27,0
ORD136359,2025-03-03T21:59:00,Bangalore,R0196,North Indian,316,33,0
ORD133344,2025-03-03T22:02:00,Bangalore,R0520,Fast Food,146,45,0
ORD147359,2025-03-03T22:03:00,Delhi,R0133,Continental,160,45,0
ORD149266,2025-03-03T22:05:00,Mumbai,R0714,Chinese,325,33,0
ORD113338,2025-03-03T22:05:00,Delhi,R0727,Biryani,172,29,0
ORD117929,2025-03-03T22:09:00,Delhi,R0166,South Indian,110,30,0
ORD108010,2025-03-03T22:12:00,Hyderabad,R0768,Italian,420,27,0
ORD142466,2025-03-03T22:13:00,Bangalore,R0031,Fast Food,432,43,0
ORD138598,2025-03-03T22:13:00,Bangalore,R0425,North Indian,163,29,1
ORD110127,2025-03-03T22:16:00,Delhi,R0015,North Indian,239,22,1
ORD102680,2025-03-03T22:20:00,Pune,R0406,Continental,157,39,0
ORD113147,2025-03-03T22:21:00,Delhi,R0542,South Indian,426,29,0
ORD143723,2025-03-03T22:25:00,Chennai,R0795,North Indian,98,41,0
ORD122455,2025-03-03T22:27:00,Mumbai,R0564,Fast Food,138,41,1
ORD142471,2025-03-03T22:27:00,Pune,R0066,Continental,547,32,0
ORD110332,2025-03-03T22:28:00,Pune,R0470,Chinese,387,71,0
ORD126678,2025-03-03T22:30:00,Hyderabad,R0039,Italian,390,24,1
ORD144939,2025-03-03T22:33:00,Delhi,R0027,Desserts,235,38,0
ORD147183,2025-03-03T22:34:00,Hyderabad,R0763,Desserts,534,28,1
ORD100695,2025-03-03T22:36:00,Mumbai,R0409,Chinese,285,39,0
ORD105283,2025-03-03T22:39:00,Bangalore,R0080,South Indian,136,56,1
ORD125317,2025-03-03T22:41:00,Bangalore,R0338,North Indian,352,39,0
ORD130290,2025-03-03T22:47:00,Kolkata,R0537,Italian,549,24,0
ORD138029,2025-03-03T22:48:00,Chennai,R0695,Chinese,504,37,0
ORD119343,2025-03-03T22:54:00,Bangalore,R0539,Chinese,506,52,0
ORD116779,2025-03-03T22:54:00,Bangalore,R0020,North Indian,100,65,0
ORD147557,2025-03-03T22:57:00,Bangalore,R0559,Continental,251,31,0
ORD121618,2025-03-03T23:10:00,Mumbai,R0154,North Indian,272,59,0
ORD112470,2025-03-03T23:11:00,Delhi,R0328,Fast Food,188,42,0
ORD124924,2025-03-03T23:13:00,Kolkata,R0522,Chinese,301,36,0
ORD145523,2025-03-03T23:21:00,Mumbai,R0011,Fast Food,196,51,0
ORD148411,2025-03-03T23:27:00,Delhi,R0625,North Indian,92,21,0
ORD122064,2025-03-03T23:29:00,Delhi,R0496,Continental,184,29,0
ORD127512,2025-03-03T23:32:00,Delhi,R0601,Chinese,362,24,0
ORD104801,2025-03-03T23:33:00,Kolkata,R0619,North Indian,312,23,0
ORD105936,2025-03-03T23:34:00,Mumbai,R0414,South Indian,151,41,0
ORD120321,2025-03-03T23:44:00,Hyderabad,R0745,Desserts,381,31,0
ORD102257,2025-03-03T23:50:00,Mumbai,R0054,Continental,429,37,0
ORD124508,2025-03-04T00:46:00,Bangalore,R0715,Chinese,285,44,0
ORD111830,2025-03-04T01:00:00,Mumbai,R0472,Italian,258,35,0
ORD136432,2025-03-04T01:20:00,Chennai,R0009,Fast Food,321,54,0
ORD135812,2025-03-04T01:54:00,Chennai,R0550,Chinese,151,48,0
ORD141304,2025-03-04T02:00:00,Hyderabad,R0066,North Indian,903,58,0
ORD117928,2025-03-04T02:01:00,Bangalore,R0295,Chinese,339,37,0
ORD111038,2025-03-04T02:25:00,Bangalore,R0322,North Indian,328,26,0
ORD129315,2025-03-04T02:35:00,Delhi,R0668,Chinese,126,25,0
ORD139720,2025-03-04T02:47:00,Chennai,R0224,Fast Food,563,20,0
ORD146135,2025-03-04T03:16:00,Mumbai,R0728,Fast Food,160,67,0
ORD132988,2025-03-04T03:32:00,Bangalore,R0306,Fast Food,211,31,0
ORD125886,2025-03-04T03:38:00,Pune,R0767,North Indian,260,34,0
ORD145327,2025-03-04T03:50:00,Mumbai,R0761,Biryani,195,61,0
ORD144445,2025-03-04T03:51:00,Hyderabad,R0623,North Indian,251,40,1
ORD103855,2025-03-04T04:01:00,Delhi,R0558,Fast Food,174,38,0
ORD121244,2025-03-04T04:05:00,Hyderabad,R0731,Fast Food,402,44,1
ORD100895,2025-03-04T04:22:00,Pune,R0321,Chinese,336,37,0
ORD137771,2025-03-04T04:38:00,Kolkata,R0517,North Indian,218,45,1
ORD100102,2025-03-04T05:18:00,Mumbai,R0526,Fast Food,426,53,0
ORD125953,2025-03-04T05:55:00,Bangalore,R0791,Chinese,289,41,0
ORD100655,2025-03-04T06:09:00,Pune,R0707,Fast Food,149,39,0
ORD103753,2025-03-04T06:19:00,Kolkata,R0446,Fast Food,186,68,1
ORD148572,2025-03-04T06:21:00,Delhi,R0772,Fast Food,359,69,1
ORD148883,2025-03-04T06:25:00,Hyderabad,R0638,Continental,395,69,1
ORD139151,2025-03-04T06:29:00,Delhi,R0303,Chinese,338,26,0
ORD143813,2025-03-04T06:38:00,Pune,R0101,Street Food,251,21,0
ORD113861,2025-03-04T06:41:00,Bangalore,R0433,Italian,497,26,0
ORD127956,2025-03-04T06:45:00,Delhi,R0545,Fast Food,160,43,0
ORD122507,2025-03-04T07:29:00,Kolkata,R0591,Desserts,199,22,0
ORD106882,2025-03-04T07:43:00,Delhi,R0445,Fast Food,255,61,0
ORD112680,2025-03-04T07:47:00,Hyderabad,R0585,Fast Food,324,41,0
ORD100460,2025-03-04T07:51:00,Chennai,R0291,North Indian,241,47,1
ORD146453,2025-03-04T07:52:00,Hyderabad,R0185,Fast Food,116,33,1
ORD123624,2025-03-04T07:57:00,Hyderabad,R0698,Chinese,181,50,0
ORD138193,2025-03-04T08:01:00,Delhi,R0763,Street Food,115,42,0
ORD135687,2025-03-04T08:02:00,Bangalore,R0210,South Indian,186,35,0
ORD110929,2025-03-04T08:03:00,Pune,R0571,Street Food,170,45,0
ORD112655,2025-03-04T08:09:00,Chennai,R0568,Chinese,643,59,0
ORD113599,2025-03-04T08:09:00,Mumbai,R0417,North Indian,468,45,0
ORD141342,2025-03-04T08:22:00,Pune,R0662,Italian,357,35,1
ORD119286,2025-03-04T08:23:00,Hyderabad,R0744,Fast Food,570,34,1
ORD120074,2025-03-04T08:23:00,Kolkata,R0769,Biryani,335,58,0
ORD114260,2025-03-04T08:25:00,Kolkata,R0492,South Indian,87,41,1
ORD133722,2025-03-04T08:36:00,Kolkata,R0688,Biryani,568,20,0
ORD106528,2025-03-04T08:36:00,Delhi,R0169,Street Food,383,54,0
ORD134452,2025-03-04T08:53:00,Kolkata,R0182,Chinese,587,58,0
ORD143576,2025-03-04T08:57:00,Mumbai,R0703,South Indian,201,21,0
ORD144593,2025-03-04T08:59:00,Pune,R0013,North Indian,187,47,0
ORD117568,2025-03-04T09:00:00,Delhi,R0282,Italian,294,41,1
ORD118233,2025-03-04T09:01:00,Chennai,R0198,Chinese,318,43,1
ORD100607,2025-03-04T09:04:00,Bangalore,R0333,Chinese,360,46,0
ORD117826,2025-03-04T09:08:00,Kolkata,R0042,Desserts,367,24,0
ORD147939,2025-03-04T09:09:00,Kolkata,R0191,South Indian,281,38,0
ORD119747,2025-03-04T09:10:00,Bangalore,R0653,Fast Food,300,39,0
ORD125120,2025-03-04T09:13:00,Bangalore,R0160,Continental,198,33,0
ORD132907,2025-03-04T09:17:00,Bangalore,R0170,North Indian,252,50,0
ORD106504,2025-03-04T09:17:00,Bangalore,R0211,Biryani,451,22,0
ORD139194,2025-03-04T09:20:00,Bangalore,R0655,North Indian,317,41,0
ORD109535,2025-03-04T09:26:00,Pune,R0061,Italian,323,44,0
ORD128608,2025-03-04T09:30:00,Pune,R0731,Fast Food,140,27,0
ORD147424,2025-03-04T09:38:00,Mumbai,R0015,Italian,297,88,1
ORD145910,2025-03-04T09:40:00,Delhi,R0242,Fast Food,186,68,1
ORD115661,2025-03-04T09:43:00,Bangalore,R0269,North Indian,372,30,0
ORD148306,2025-03-04T09:49:00,Delhi,R0332,Desserts,182,33,0
ORD114351,2025-03-04T09:52:00,Mumbai,R0556,Chinese,223,41,0
ORD132382,2025-03-04T09:54:00,Hyderabad,R0058,Fast Food,1199,84,0
ORD127104,2025-03-04T09:56:00,Mumbai,R0786,Biryani,363,26,0
ORD131118,2025-03-04T10:00:00,Bangalore,R0641,Biryani,578,37,0
ORD147520,2025-03-04T10:03:00,Hyderabad,R0316,Chinese,247,30,0
ORD126252,2025-03-04T10:07:00,Hyderabad,R0592,Street Food,377,51,0
ORD146431,2025-03-04T10:08:00,Kolkata,R0029,Biryani,462,35,0
ORD148934,2025-03-04T10:09:00,Mumbai,R0635,South Indian,162,47,0
ORD123128,2025-03-04T10:10:00,Mumbai,R0114,North Indian,223,33,1
ORD148300,2025-03-04T10:10:00,Hyderabad,R0523,North Indian,329,63,0
ORD116773,2025-03-04T10:21:00,Delhi,R0628,Italian,292,41,0
ORD131807,2025-03-04T10:23:00,Bangalore,R0689,Chinese,471,36,0
ORD121365,2025-03-04T10:29:00,Mumbai,R0113,South Indian,192,46,0
ORD142469,2025-03-04T10:34:00,Hyderabad,R0729,North Indian,897,29,0
ORD109378,2025-03-04T10:34:00,Mumbai,R0556,Italian,343,18,0
ORD131058,2025-03-04T10:34:00,Chennai,R0467,Continental,228,49,0
ORD106589,2025-03-04T10:37:00,Chennai,R0074,North Indian,290,28,0
ORD102319,2025-03-04T10:39:00,Kolkata,R0081,South Indian,344,32,0
ORD119508,2025-03-04T10:40:00,Mumbai,R0501,Italian,360,43,0
ORD116069,2025-03-04T10:41:00,Pune,R0144,Chinese,215,28,0
ORD147273,2025-03-04T10:43:00,Mumbai,R0640,South Indian,191,36,0
ORD134648,2025-03-04T10:45:00,Bangalore,R0605,North Indian,219,38,0
ORD138250,2025-03-04T10:45:00,Mumbai,R0486,Biryani,642,42,0
ORD136926,2025-03-04T10:46:00,Chennai,R0772,Fast Food,248,35,0
ORD117278,2025-03-04T10:47:00,Kolkata,R0413,Chinese,236,37,1
ORD103733,2025-03-04T10:47:00,Mumbai,R0372,Chinese,253,28,0
ORD108914,2025-03-04T10:52:00,Bangalore,R0125,Chinese,346,35,0
ORD136075,2025-03-04T10:55:00,Bangalore,R0325,Biryani,209,39,1
ORD128726,2025-03-04T10:56:00,Mumbai,R0067,Fast Food,137,58,1
ORD136906,2025-03-04T10:56:00,Delhi,R0149,Biryani,415,32,1
ORD128529,2025-03-04T11:02:00,Pune,R0800,Italian,230,47,1
ORD146773,2025-03-04T11:03:00,Bangalore,R0746,Chinese,494,35,0
ORD114602,2025-03-04T11:13:00,Bangalore,R0186,North Indian,917,37,1
ORD134908,2025-03-04T11:13:00,Chennai,R0255,Fast Food,181,39,1
ORD114662,2025-03-04T11:15:00,Mumbai,R0062,North Indian,202,38,1
ORD123245,2025-03-04T11:17:00,Mumbai,R0124,Biryani,338,32,0
ORD126311,2025-03-04T11:18:00,Hyderabad,R0741,Continental,259,36,0
ORD108206,2025-03-04T11:26:00,Mumbai,R0059,Fast Food,584,24,0
ORD120022,2025-03-04T11:28:00,Pune,R0624,Chinese,265,42,0
ORD108603,2025-03-04T11:29:00,Delhi,R0123,North Indian,206,31,0
ORD149960,2025-03-04T11:38:00,Mumbai,R0340,Italian,176,38,0
ORD103918,2025-03-04T11:38:00,Mumbai,R0346,Desserts,182,36,1
ORD113429,2025-03-04T11:38:00,Bangalore,R0603,Fast Food,411,47,0
ORD144223,2025-03-04T11:38:00,Delhi,R0409,Street Food,106,34,1
ORD124986,2025-03-04T11:46:00,Delhi,R0088,Biryani,387,70,0
ORD136078,2025-03-04T11:47:00,Delhi,R0323,Italian,292,48,1
ORD120789,2025-03-04T11:55:00,Delhi,R0397,Desserts,291,36,0
ORD121398,2025-03-04T11:55:00,Chennai,R0400,Biryani,410,31,0
ORD106379,2025-03-04T11:55:00,Hyderabad,R0360,North Indian,269,35,0
ORD124567,2025-03-04T11:58:00,Bangalore,R0709,Fast Food,182,57,0
ORD115929,2025-03-04T11:59:00,Kolkata,R0247,Italian,109,44,1
ORD144145,2025-03-04T12:00:00,Mumbai,R0217,Chinese,236,28,0
ORD137005,2025-03-04T12:02:00,Hyderabad,R0438,Continental,216,38,1
ORD134560,2025-03-04T12:02:00,Pune,R0754,Fast Food,336,47,0
ORD140005,2025-03-04T12:04:00,Mumbai,R0626,Biryani,437,57,1
ORD148085,2025-03-04T12:05:00,Mumbai,R0510,Chinese,333,23,0
ORD118702,2025-03-04T12:05:00,Mumbai,R0688,Fast Food,265,53,0
ORD128951,2025-03-04T12:07:00,Pune,R0196,South Indian,500,36,0
ORD139248,2025-03-04T12:09:00,Delhi,R0542,Biryani,193,21,1
ORD135434,2025-03-04T12:09:00,Kolkata,R0137,North Indian,108,40,0
ORD123752,2025-03-04T12:09:00,Bangalore,R0719,Chinese,281,38,1
ORD144647,2025-03-04T12:10:00,Pune,R0569,North Indian,272,46,0
ORD107378,2025-03-04T12:10:00,Pune,R0632,North Indian,168,24,0
ORD124312,2025-03-04T12:10:00,Kolkata,R0475,Chinese,217,54,0
ORD127798,2025-03-04T12:11:00,Delhi,R0317,Italian,273,30,1
ORD119780,2025-03-04T12:11:00,Bangalore,R0497,Chinese,310,40,1
ORD136707,2025-03-04T12:11:00,Hyderabad,R0600,North Indian,151,20,1
ORD138715,2025-03-04T12:11:00,Bangalore,R0041,Chinese,225,26,0
ORD111229,2025-03-04T12:12:00,Chennai,R0505,Italian,136,33,0
ORD146973,2025-03-04T12:13:00,Delhi,R0648,Chinese,331,14,0
ORD135428,2025-03-04T12:14:00,Mumbai,R0764,South Indian,317,18,0
ORD140621,2025-03-04T12:14:00,Bangalore,R0615,Chinese,265,54,0
ORD122383,2025-03-04T12:17:00,Bangalore,R0396,South Indian,264,21,0
ORD143028,2025-03-04T12:18:00,Hyderabad,R0022,Chinese,556,25,0
ORD117031,2025-03-04T12:19:00,Delhi,R0593,Biryani,142,37,0
ORD113787,2025-03-04T12:19:00,Delhi,R0473,Biryani,423,28,0
ORD105299,2025-03-04T12:20:00,Delhi,R0527,North Indian,908,41,0
ORD148066,2025-03-04T12:21:00,Delhi,R0469,Fast Food,202,30,0
ORD115850,2025-03-04T12:22:00,Delhi,R0262,Fast Food,218,31,0
ORD111210,2025-03-04T12:28:00,Delhi,R0481,Fast Food,431,26,0
ORD127786,2025-03-04T12:29:00,Delhi,R0782,North Indian,241,49,1
ORD115513,2025-03-04T12:30:00,Delhi,R0443,Chinese,571,55,0
ORD101570,2025-03-04T12:33:00,Pune,R0504,Desserts,143,18,0
ORD101317,2025-03-04T12:36:00,Mumbai,R0258,Chinese,160,48,1
ORD121802,2025-03-04T12:39:00,Delhi,R0630,South Indian,468,37,0
ORD140754,2025-03-04T12:42:00,Pune,R0443,Italian,463,34,0
ORD140546,2025-03-04T12:42:00,Kolkata,R0143,Fast Food,172,29,0
ORD108982,2025-03-04T12:46:00,Chennai,R0153,Fast Food,164,30,0
ORD106415,2025-03-04T12:48:00,Delhi,R0081,Chinese,452,47,1
ORD114470,2025-03-04T12:49:00,Delhi,R0078,Street Food,200,36,0
ORD105391,2025-03-04T12:50:00,Delhi,R0165,North Indian,191,53,0
ORD106252,2025-03-04T12:50:00,Delhi,R0651,North Indian,372,32,1
ORD120835,2025-03-04T12:51:00,Kolkata,R0723,North Indian,432,24,1
ORD141577,2025-03-04T12:53:00,Mumbai,R0688,Italian,247,41,1
ORD105075,2025-03-04T12:55:00,Mumbai,R0156,Fast Food,138,28,1
ORD106999,2025-03-04T12:55:00,Delhi,R0036,Italian,87,30,1
ORD136233,2025-03-04T12:55:00,Bangalore,R0017,Italian,170,84,0
ORD128263,2025-03-04T12:58:00,Delhi,R0125,Fast Food,249,29,0
ORD144024,2025-03-04T12:59:00,Delhi,R0358,Continental,187,44,0
ORD149910,2025-03-04T12:59:00,Chennai,R0102,Italian,218,30,0
ORD104882,2025-03-04T13:01:00,Bangalore,R0275,Chinese,345,32,0
ORD113678,2025-03-04T13:02:00,Bangalore,R0007,Street Food,375,45,0
ORD102070,2025-03-04T13:02:00,Mumbai,R0638,North Indian,296,22,0
ORD117588,2025-03-04T13:05:00,Delhi,R0072,Italian,272,34,0
ORD100395,2025-03-04T13:06:00,Chennai,R0730,Fast Food,427,46,0
ORD125134,2025-03-04T13:07:00,Delhi,R0100,South Indian,370,30,0
ORD111201,2025-03-04T13:09:00,Delhi,R0539,Chinese,297,26,0
ORD137304,2025-03-04T13:11:00,Bangalore,R0732,North Indian,497,39,0
ORD109245,2025-03-04T13:14:00,Mumbai,R0515,Biryani,174,41,1
ORD144613,2025-03-04T13:16:00,Mumbai,R0290,Chinese,441,41,0
ORD100227,2025-03-04T13:17:00,Delhi,R0665,Fast Food,258,30,1
ORD106534,2025-03-04T13:18:00,Pune,R0477,Biryani,322,53,0
ORD115439,2025-03-04T13:18:00,Delhi,R0660,Fast Food,181,34,0
ORD109113,2025-03-04T13:20:00,Kolkata,R0306,Fast Food,112,46,0
ORD127365,2025-03-04T13:21:00,Delhi,R0297,Continental,190,24,0
ORD133092,2025-03-04T13:23:00,Hyderabad,R0273,Italian,191,24,0
ORD118983,2025-03-04T13:26:00,Mumbai,R0070,North Indian,162,21,1
ORD139183,2025-03-04T13:27:00,Delhi,R0537,Italian,248,54,1
ORD137790,2025-03-04T13:29:00,Delhi,R0167,Fast Food,351,43,1
ORD139411,2025-03-04T13:37:00,Bangalore,R0041,Continental,252,22,0
ORD126441,2025-03-04T13:37:00,Hyderabad,R0445,Desserts,319,29,0
ORD143000,2025-03-04T13:37:00,Mumbai,R0188,Fast Food,294,42,1
ORD102353,2025-03-04T13:39:00,Delhi,R0376,Italian,117,81,0
ORD115793,2025-03-04T13:39:00,Delhi,R0222,North Indian,357,32,0
ORD123701,2025-03-04T13:40:00,Mumbai,R0532,Italian,406,57,0
ORD107596,2025-03-04T13:40:00,Delhi,R0460,Fast Food,867,29,1
ORD137886,2025-03-04T13:40:00,Bangalore,R0257,Italian,193,41,0
ORD138212,2025-03-04T13:42:00,Pune,R0252,Italian,317,32,0
ORD134265,2025-03-04T13:47:00,Mumbai,R0255,Chinese,366,33,0
ORD146789,2025-03-04T13:47:00,Delhi,R0486,Desserts,232,31,0
ORD136147,2025-03-04T13:47:00,Bangalore,R0732,Biryani,574,14,0
ORD114297,2025-03-04T13:48:00,Delhi,R0112,South Indian,216,36,0
ORD130809,2025-03-04T13:48:00,Delhi,R0222,Italian,160,44,0
ORD149863,2025-03-04T13:49:00,Hyderabad,R0086,South Indian,167,37,0
ORD110451,2025-03-04T13:50:00,Delhi,R0214,Biryani,145,22,0
ORD140283,2025-03-04T13:50:00,Delhi,R0251,Fast Food,154,31,0
ORD118957,2025-03-04T13:56:00,Bangalore,R0259,South Indian,354,55,1
ORD135603,2025-03-04T13:57:00,Mumbai,R0347,Fast Food,305,34,0
ORD129754,2025-03-04T13:57:00,Mumbai,R0731,North Indian,307,45,1
